origem,destino,tempo,linha,tipo_via,distancia_m,peso
estacao_179,estacao_331,82,L6,coletora,59942,82
estacao_384,estacao_48,68,L17,avenida,64600,68
estacao_310,estacao_31,72,L4,local,49752,72
estacao_48,estacao_86,1,L34,avenida,502,1
estacao_167,estacao_196,40,L2,local,31520,40
estacao_191,estacao_439,9,L12,avenida,7425,9
estacao_317,estacao_255,24,L35,avenida,23976,24
estacao_176,estacao_49,88,L10,local,60808,88
estacao_293,estacao_90,57,L46,avenida,43263,57
estacao_76,estacao_416,57,L2,local,29583,57
estacao_478,estacao_275,16,L20,coletora,8880,16
estacao_178,estacao_349,24,L38,local,14040,24
estacao_460,estacao_51,64,L13,local,37056,64
estacao_313,estacao_471,44,L30,local,34320,44
estacao_425,estacao_199,58,L8,local,45414,58
estacao_33,estacao_173,32,L24,avenida,19904,32
estacao_491,estacao_418,63,L13,coletora,32823,63
estacao_183,estacao_30,62,L43,local,54932,62
estacao_429,estacao_302,13,L34,avenida,10907,13
estacao_335,estacao_164,68,L37,local,58412,68
estacao_272,estacao_267,51,L49,local,42279,51
estacao_102,estacao_144,42,L9,coletora,37380,42
estacao_101,estacao_149,81,L28,coletora,58482,81
estacao_193,estacao_42,63,L2,coletora,34839,63
estacao_164,estacao_287,62,L40,coletora,40672,62
estacao_254,estacao_402,99,L19,local,84843,99
estacao_28,estacao_270,6,L13,avenida,3942,6
estacao_456,estacao_300,96,L37,local,56448,96
estacao_328,estacao_160,95,L4,local,48830,95
estacao_24,estacao_494,39,L25,avenida,26520,39
estacao_493,estacao_275,7,L44,coletora,6146,7
estacao_260,estacao_268,23,L33,coletora,19504,23
estacao_357,estacao_22,28,L7,coletora,27608,28
estacao_95,estacao_456,29,L46,coletora,15573,29
estacao_365,estacao_104,64,L14,local,52928,64
estacao_313,estacao_7,6,L25,avenida,5760,6
estacao_352,estacao_59,38,L1,avenida,31806,38
estacao_416,estacao_468,43,L12,coletora,39689,43
estacao_116,estacao_190,52,L3,avenida,29744,52
estacao_306,estacao_126,80,L43,coletora,76080,80
estacao_472,estacao_216,88,L37,local,82896,88
estacao_461,estacao_320,40,L14,local,35080,40
estacao_467,estacao_139,53,L45,avenida,37736,53
estacao_421,estacao_211,49,L18,avenida,44982,49
estacao_398,estacao_249,33,L39,avenida,27060,33
estacao_354,estacao_202,6,L45,coletora,3390,6
estacao_339,estacao_353,29,L5,local,16182,29
estacao_59,estacao_81,63,L5,avenida,48762,63
estacao_167,estacao_85,95,L17,local,82270,95
estacao_476,estacao_355,51,L19,local,32946,51
estacao_145,estacao_438,73,L17,avenida,64897,73
estacao_61,estacao_202,26,L6,local,24258,26
estacao_254,estacao_102,17,L34,avenida,12580,17
estacao_245,estacao_55,15,L15,avenida,13890,15
estacao_198,estacao_94,11,L49,local,10032,11
estacao_34,estacao_123,56,L40,coletora,40544,56
estacao_378,estacao_73,57,L39,avenida,47823,57
estacao_478,estacao_257,99,L13,avenida,86229,99
estacao_162,estacao_22,73,L1,avenida,49202,73
estacao_440,estacao_486,33,L12,coletora,24288,33
estacao_102,estacao_461,83,L4,coletora,57602,83
estacao_78,estacao_484,38,L33,avenida,23370,38
estacao_94,estacao_321,25,L22,local,21725,25
estacao_224,estacao_12,57,L5,avenida,46056,57
estacao_270,estacao_147,72,L11,avenida,56160,72
estacao_493,estacao_162,8,L8,local,4264,8
estacao_209,estacao_265,69,L2,local,59892,69
estacao_86,estacao_370,42,L24,avenida,24066,42
estacao_461,estacao_53,88,L15,avenida,61160,88
estacao_1,estacao_288,8,L25,local,4488,8
estacao_390,estacao_321,5,L37,local,2685,5
estacao_10,estacao_332,61,L37,local,42517,61
estacao_144,estacao_351,79,L25,coletora,76314,79
estacao_383,estacao_121,88,L32,local,55264,88
estacao_176,estacao_325,59,L31,avenida,43188,59
estacao_184,estacao_114,19,L19,local,16606,19
estacao_89,estacao_493,50,L17,avenida,34400,50
estacao_378,estacao_10,56,L20,avenida,29176,56
estacao_235,estacao_210,91,L35,avenida,64155,91
estacao_64,estacao_430,81,L23,avenida,79542,81
estacao_207,estacao_215,54,L30,local,39474,54
estacao_227,estacao_487,50,L30,coletora,33600,50
estacao_166,estacao_340,52,L9,local,40092,52
estacao_105,estacao_125,28,L46,avenida,22148,28
estacao_99,estacao_485,94,L43,local,64484,94
estacao_460,estacao_237,71,L49,coletora,49061,71
estacao_329,estacao_157,28,L26,avenida,20720,28
estacao_55,estacao_277,84,L29,coletora,80892,84
estacao_426,estacao_489,100,L40,coletora,52600,100
estacao_102,estacao_111,44,L36,avenida,36828,44
estacao_196,estacao_479,67,L28,avenida,65794,67
estacao_226,estacao_12,89,L14,coletora,70310,89
estacao_341,estacao_88,35,L48,local,27580,35
estacao_393,estacao_79,83,L26,local,74700,83
estacao_410,estacao_101,20,L27,coletora,14780,20
estacao_125,estacao_444,95,L9,coletora,62795,95
estacao_312,estacao_477,98,L40,local,85848,98
estacao_321,estacao_448,5,L44,avenida,4510,5
estacao_33,estacao_43,3,L1,avenida,2007,3
estacao_436,estacao_46,41,L23,avenida,36080,41
estacao_77,estacao_490,28,L20,avenida,19180,28
estacao_319,estacao_465,41,L38,coletora,30463,41
estacao_173,estacao_360,23,L19,coletora,12673,23
estacao_410,estacao_287,21,L10,avenida,14952,21
estacao_60,estacao_272,80,L27,avenida,62960,80
estacao_282,estacao_321,61,L45,coletora,52033,61
estacao_434,estacao_462,32,L8,local,31488,32
estacao_75,estacao_465,57,L7,avenida,32433,57
estacao_450,estacao_195,61,L25,coletora,35807,61
estacao_392,estacao_10,76,L45,coletora,74176,76
estacao_225,estacao_299,74,L12,coletora,70818,74
estacao_10,estacao_496,63,L43,local,42588,63
estacao_453,estacao_173,11,L24,avenida,6490,11
estacao_69,estacao_319,39,L44,coletora,37791,39
estacao_76,estacao_56,86,L13,local,57104,86
estacao_149,estacao_364,11,L23,local,9999,11
estacao_253,estacao_8,80,L38,coletora,46880,80
estacao_186,estacao_435,33,L13,local,21219,33
estacao_266,estacao_462,4,L32,coletora,3852,4
estacao_85,estacao_26,84,L16,local,55104,84
estacao_134,estacao_229,56,L22,avenida,35784,56
estacao_383,estacao_388,85,L30,local,45985,85
estacao_170,estacao_282,5,L9,local,2525,5
estacao_376,estacao_293,3,L20,coletora,1806,3
estacao_463,estacao_240,49,L25,avenida,41895,49
estacao_344,estacao_138,90,L25,coletora,61830,90
estacao_411,estacao_262,55,L27,local,37125,55
estacao_67,estacao_482,45,L47,coletora,35190,45
estacao_98,estacao_250,37,L18,avenida,35779,37
estacao_230,estacao_470,86,L6,local,83162,86
estacao_260,estacao_458,15,L2,avenida,13680,15
estacao_390,estacao_54,32,L5,avenida,22112,32
estacao_33,estacao_78,74,L16,avenida,69708,74
estacao_38,estacao_4,93,L1,local,84909,93
estacao_174,estacao_445,80,L5,avenida,63840,80
estacao_446,estacao_496,59,L41,coletora,53218,59
estacao_340,estacao_54,79,L8,avenida,67940,79
estacao_71,estacao_102,96,L6,avenida,52416,96
estacao_367,estacao_487,12,L1,coletora,10860,12
estacao_351,estacao_119,27,L4,local,14580,27
estacao_198,estacao_164,81,L34,avenida,60183,81
estacao_418,estacao_101,91,L32,local,78351,91
estacao_95,estacao_240,37,L47,local,29711,37
estacao_442,estacao_440,8,L29,avenida,6072,8
estacao_3,estacao_40,23,L13,coletora,13179,23
estacao_449,estacao_277,74,L13,local,41662,74
estacao_359,estacao_389,10,L13,avenida,9340,10
estacao_164,estacao_387,30,L11,coletora,24750,30
estacao_428,estacao_303,38,L39,coletora,28842,38
estacao_327,estacao_146,28,L28,coletora,25816,28
estacao_176,estacao_376,31,L34,avenida,25885,31
estacao_455,estacao_495,88,L17,coletora,77968,88
estacao_82,estacao_33,8,L5,coletora,5408,8
estacao_462,estacao_375,8,L40,coletora,4320,8
estacao_345,estacao_391,92,L29,avenida,92000,92
estacao_381,estacao_345,12,L21,local,10728,12
estacao_469,estacao_468,47,L45,local,38070,47
estacao_347,estacao_491,9,L37,coletora,7848,9
estacao_429,estacao_163,58,L23,local,53070,58
estacao_245,estacao_189,64,L20,coletora,42240,64
estacao_279,estacao_381,25,L15,local,14675,25
estacao_21,estacao_353,46,L27,coletora,43700,46
estacao_236,estacao_166,52,L30,coletora,38012,52
estacao_78,estacao_72,95,L49,coletora,67830,95
estacao_486,estacao_12,18,L21,coletora,17010,18
estacao_323,estacao_76,52,L24,avenida,37544,52
estacao_405,estacao_418,85,L12,avenida,68255,85
estacao_484,estacao_94,28,L7,avenida,19600,28
estacao_241,estacao_76,35,L22,avenida,17885,35
estacao_254,estacao_200,21,L20,local,13482,21
estacao_116,estacao_97,63,L39,local,47565,63
estacao_221,estacao_222,21,L32,local,11130,21
estacao_180,estacao_492,14,L5,coletora,12054,14
estacao_244,estacao_311,38,L10,avenida,29070,38
estacao_482,estacao_253,28,L27,coletora,14168,28
estacao_489,estacao_157,81,L11,coletora,66582,81
estacao_159,estacao_350,80,L28,local,44960,80
estacao_306,estacao_66,68,L19,coletora,59228,68
estacao_191,estacao_413,89,L9,coletora,70221,89
estacao_496,estacao_242,9,L2,coletora,6201,9
estacao_213,estacao_126,27,L21,local,16713,27
estacao_465,estacao_446,41,L41,coletora,36982,41
estacao_143,estacao_284,44,L37,coletora,37708,44
estacao_99,estacao_461,17,L21,local,13481,17
estacao_497,estacao_466,30,L46,local,24360,30
estacao_121,estacao_416,32,L32,local,23680,32
estacao_455,estacao_9,41,L33,avenida,28536,41
estacao_384,estacao_75,80,L21,avenida,61600,80
estacao_251,estacao_236,78,L47,coletora,41652,78
estacao_230,estacao_199,100,L13,coletora,86400,100
estacao_73,estacao_186,100,L4,coletora,62600,100
estacao_114,estacao_324,1,L21,coletora,922,1
estacao_317,estacao_247,72,L10,coletora,71208,72
estacao_163,estacao_248,41,L39,local,24682,41
estacao_421,estacao_415,83,L13,local,67147,83
estacao_61,estacao_151,94,L4,local,89582,94
estacao_99,estacao_268,65,L19,avenida,58760,65
estacao_192,estacao_216,90,L1,coletora,56970,90
estacao_104,estacao_73,38,L2,avenida,31654,38
estacao_329,estacao_390,54,L6,coletora,39852,54
estacao_397,estacao_465,19,L29,local,13205,19
estacao_284,estacao_80,77,L29,coletora,42735,77
estacao_479,estacao_140,59,L18,avenida,50799,59
estacao_310,estacao_232,37,L11,local,20905,37
estacao_165,estacao_489,3,L8,avenida,2832,3
estacao_167,estacao_282,62,L24,avenida,40982,62
estacao_425,estacao_368,49,L36,avenida,40229,49
estacao_222,estacao_330,42,L26,avenida,28014,42
estacao_313,estacao_428,98,L3,local,63112,98
estacao_165,estacao_289,97,L37,avenida,92344,97
estacao_261,estacao_28,93,L46,local,52731,93
estacao_254,estacao_32,9,L9,avenida,4968,9
estacao_267,estacao_83,92,L16,avenida,81512,92
estacao_184,estacao_497,46,L22,avenida,32706,46
estacao_175,estacao_384,9,L32,coletora,7011,9
estacao_31,estacao_268,54,L42,coletora,46170,54
estacao_79,estacao_280,12,L14,coletora,6972,12
estacao_59,estacao_390,34,L15,avenida,17952,34
estacao_330,estacao_349,72,L2,avenida,59688,72
estacao_431,estacao_357,29,L31,avenida,15109,29
estacao_112,estacao_388,30,L10,avenida,22680,30
estacao_163,estacao_165,50,L49,local,42150,50
estacao_202,estacao_9,66,L49,coletora,49632,66
estacao_12,estacao_342,92,L45,coletora,71852,92
estacao_34,estacao_20,26,L38,avenida,15756,26
estacao_117,estacao_298,63,L1,coletora,54117,63
estacao_41,estacao_297,48,L33,avenida,33744,48
estacao_274,estacao_3,81,L48,local,52164,81
estacao_136,estacao_284,48,L33,coletora,27888,48
estacao_427,estacao_103,97,L39,coletora,65087,97
estacao_100,estacao_167,34,L26,avenida,28322,34
estacao_146,estacao_231,4,L29,local,3980,4
estacao_333,estacao_343,66,L50,coletora,39864,66
estacao_94,estacao_57,6,L25,avenida,5280,6
estacao_477,estacao_447,27,L13,local,23652,27
estacao_382,estacao_152,89,L44,avenida,84817,89
estacao_303,estacao_418,39,L24,coletora,20553,39
estacao_331,estacao_320,30,L37,coletora,18330,30
estacao_261,estacao_12,40,L1,avenida,36960,40
estacao_92,estacao_440,43,L14,coletora,42312,43
estacao_368,estacao_198,93,L21,coletora,65100,93
estacao_308,estacao_385,22,L32,coletora,17314,22
estacao_305,estacao_146,86,L16,avenida,70090,86
estacao_54,estacao_452,1,L2,local,525,1
estacao_438,estacao_5,36,L1,coletora,26172,36
estacao_195,estacao_373,73,L11,avenida,38471,73
estacao_188,estacao_110,83,L13,coletora,72957,83
estacao_448,estacao_190,10,L18,coletora,8340,10
estacao_11,estacao_152,99,L3,avenida,64746,99
estacao_72,estacao_134,59,L14,avenida,57230,59
estacao_325,estacao_381,88,L2,coletora,51832,88
estacao_7,estacao_57,12,L47,avenida,8796,12
estacao_445,estacao_453,75,L45,local,47925,75
estacao_138,estacao_11,90,L37,coletora,47880,90
estacao_374,estacao_354,20,L14,avenida,14060,20
estacao_347,estacao_193,4,L3,coletora,2884,4
estacao_425,estacao_238,53,L12,avenida,42135,53
estacao_459,estacao_22,85,L5,coletora,73355,85
estacao_144,estacao_368,62,L13,coletora,31744,62
estacao_343,estacao_139,25,L16,local,18225,25
estacao_414,estacao_0,84,L3,local,77868,84
estacao_438,estacao_222,72,L45,coletora,65160,72
estacao_118,estacao_366,96,L4,coletora,65856,96
estacao_45,estacao_306,48,L30,coletora,37344,48
estacao_83,estacao_191,85,L24,local,66470,85
estacao_276,estacao_74,42,L48,local,28434,42
estacao_208,estacao_89,75,L26,coletora,55425,75
estacao_177,estacao_392,38,L10,local,33592,38
estacao_455,estacao_253,87,L35,coletora,59508,87
estacao_492,estacao_221,12,L39,coletora,11436,12
estacao_70,estacao_170,46,L42,coletora,33580,46
estacao_385,estacao_276,88,L11,avenida,59400,88
estacao_259,estacao_470,81,L10,local,54594,81
estacao_276,estacao_323,96,L11,local,54816,96
estacao_417,estacao_405,27,L45,coletora,14607,27
estacao_421,estacao_214,15,L33,local,7815,15
estacao_266,estacao_53,74,L1,coletora,72372,74
estacao_281,estacao_340,22,L48,avenida,18700,22
estacao_363,estacao_403,43,L32,avenida,28638,43
estacao_374,estacao_428,48,L36,coletora,36816,48
estacao_336,estacao_419,51,L15,local,34629,51
estacao_383,estacao_208,89,L49,avenida,54735,89
estacao_327,estacao_329,59,L10,local,56522,59
estacao_385,estacao_96,92,L1,local,83628,92
estacao_55,estacao_253,19,L5,local,18734,19
estacao_156,estacao_123,97,L26,coletora,89434,97
estacao_107,estacao_277,82,L7,avenida,41984,82
estacao_8,estacao_15,38,L8,avenida,22610,38
estacao_423,estacao_397,88,L5,avenida,55352,88
estacao_231,estacao_486,16,L28,coletora,13408,16
estacao_206,estacao_5,90,L39,coletora,60750,90
estacao_198,estacao_191,27,L20,coletora,22059,27
estacao_301,estacao_470,62,L41,local,49786,62
estacao_21,estacao_347,63,L3,coletora,41769,63
estacao_179,estacao_15,33,L45,coletora,31020,33
estacao_408,estacao_196,97,L35,avenida,69452,97
estacao_352,estacao_300,80,L23,local,60080,80
estacao_13,estacao_194,5,L32,avenida,3715,5
estacao_129,estacao_278,12,L6,avenida,10440,12
estacao_425,estacao_366,81,L7,coletora,56214,81
estacao_383,estacao_172,31,L39,coletora,16027,31
estacao_165,estacao_158,71,L50,local,66527,71
estacao_231,estacao_110,79,L27,avenida,39895,79
estacao_350,estacao_65,76,L44,avenida,74328,76
estacao_259,estacao_227,9,L33,avenida,6633,9
estacao_289,estacao_198,69,L42,local,36156,69
estacao_129,estacao_299,16,L45,local,12016,16
estacao_89,estacao_461,58,L19,avenida,30160,58
estacao_148,estacao_307,43,L28,avenida,36593,43
estacao_79,estacao_495,10,L13,coletora,7480,10
estacao_127,estacao_2,50,L50,local,45650,50
estacao_334,estacao_463,23,L50,coletora,12006,23
estacao_154,estacao_93,29,L22,local,23142,29
estacao_432,estacao_252,30,L46,coletora,27390,30
estacao_358,estacao_485,15,L7,avenida,8565,15
estacao_67,estacao_379,78,L37,avenida,56472,78
estacao_254,estacao_187,90,L28,avenida,77580,90
estacao_268,estacao_459,89,L24,local,69242,89
estacao_54,estacao_214,61,L3,coletora,44103,61
estacao_285,estacao_359,55,L5,avenida,29920,55
estacao_134,estacao_449,86,L23,coletora,60630,86
estacao_124,estacao_464,18,L8,avenida,10476,18
estacao_44,estacao_292,24,L43,avenida,17472,24
estacao_337,estacao_279,48,L36,coletora,35712,48
estacao_34,estacao_497,85,L12,local,60435,85
estacao_59,estacao_286,6,L15,avenida,3450,6
estacao_153,estacao_68,96,L45,coletora,48480,96
estacao_190,estacao_30,66,L1,avenida,50688,66
estacao_340,estacao_136,75,L34,avenida,49125,75
estacao_450,estacao_415,18,L21,avenida,16920,18
estacao_245,estacao_410,28,L13,local,20804,28
estacao_244,estacao_245,28,L7,avenida,19544,28
estacao_283,estacao_324,81,L35,avenida,46494,81
estacao_341,estacao_65,66,L10,avenida,49104,66
estacao_262,estacao_37,73,L11,avenida,59860,73
estacao_385,estacao_211,81,L24,avenida,74763,81
estacao_134,estacao_208,8,L49,coletora,4168,8
estacao_445,estacao_164,100,L26,avenida,59800,100
estacao_343,estacao_371,48,L26,coletora,38880,48
estacao_428,estacao_443,29,L48,avenida,21605,29
estacao_314,estacao_486,66,L27,local,62436,66
estacao_386,estacao_325,21,L16,local,16086,21
estacao_147,estacao_254,99,L5,coletora,79893,99
estacao_15,estacao_213,9,L36,avenida,7740,9
estacao_456,estacao_397,19,L50,local,9880,19
estacao_189,estacao_142,51,L18,coletora,42432,51
estacao_413,estacao_469,44,L20,local,35596,44
estacao_167,estacao_470,40,L31,local,29960,40
estacao_197,estacao_387,89,L38,local,69954,89
estacao_472,estacao_349,78,L39,local,70356,78
estacao_293,estacao_70,61,L22,avenida,52094,61
estacao_250,estacao_499,44,L35,local,35860,44
estacao_323,estacao_32,33,L41,coletora,32274,33
estacao_138,estacao_447,37,L39,local,22792,37
estacao_160,estacao_474,42,L16,local,25074,42
estacao_178,estacao_497,40,L13,coletora,30600,40
estacao_346,estacao_210,36,L17,local,25812,36
estacao_342,estacao_337,25,L50,local,23875,25
estacao_402,estacao_71,99,L45,coletora,59103,99
estacao_185,estacao_364,70,L36,coletora,42280,70
estacao_408,estacao_236,75,L34,avenida,42000,75
estacao_448,estacao_149,82,L16,avenida,66092,82
estacao_404,estacao_324,44,L12,local,40216,44
estacao_254,estacao_191,32,L26,coletora,27744,32
estacao_138,estacao_477,73,L30,local,49202,73
estacao_74,estacao_130,78,L5,coletora,43914,78
estacao_494,estacao_192,71,L26,avenida,37914,71
estacao_96,estacao_415,33,L32,coletora,32274,33
estacao_281,estacao_298,36,L33,local,25740,36
estacao_101,estacao_136,7,L28,local,5250,7
estacao_304,estacao_55,61,L28,coletora,40260,61
estacao_61,estacao_71,24,L8,coletora,21336,24
estacao_410,estacao_27,6,L5,coletora,3330,6
estacao_280,estacao_274,35,L9,avenida,34055,35
estacao_380,estacao_351,55,L14,avenida,52580,55
estacao_338,estacao_290,8,L1,avenida,5376,8
estacao_141,estacao_145,56,L16,avenida,34272,56
estacao_316,estacao_309,74,L49,coletora,72150,74
estacao_282,estacao_181,31,L10,avenida,24273,31
estacao_299,estacao_162,98,L15,avenida,89376,98
estacao_494,estacao_422,50,L14,local,40750,50
estacao_8,estacao_488,21,L6,local,18459,21
estacao_314,estacao_498,35,L32,avenida,19180,35
estacao_126,estacao_432,53,L15,avenida,38955,53
estacao_312,estacao_84,23,L15,coletora,12742,23
estacao_1,estacao_122,86,L20,coletora,68456,86
estacao_440,estacao_307,50,L29,avenida,30900,50
estacao_51,estacao_433,11,L27,local,7997,11
estacao_226,estacao_76,95,L25,local,83980,95
estacao_194,estacao_11,70,L49,coletora,42350,70
estacao_451,estacao_344,63,L28,local,42525,63
estacao_164,estacao_10,64,L33,local,44672,64
estacao_429,estacao_226,78,L14,coletora,44694,78
estacao_360,estacao_39,77,L45,local,53361,77
estacao_86,estacao_403,52,L14,avenida,34320,52
estacao_180,estacao_207,36,L16,local,23328,36
estacao_460,estacao_118,49,L39,coletora,48559,49
estacao_12,estacao_351,73,L16,local,62561,73
estacao_33,estacao_231,92,L2,coletora,72864,92
estacao_176,estacao_184,49,L2,coletora,35427,49
estacao_370,estacao_228,55,L6,coletora,34650,55
estacao_178,estacao_117,35,L24,coletora,26075,35
estacao_80,estacao_86,29,L38,local,22156,29
estacao_306,estacao_271,26,L3,coletora,17836,26
estacao_24,estacao_389,30,L6,local,29040,30
estacao_81,estacao_47,79,L45,local,41475,79
estacao_128,estacao_40,68,L17,coletora,39168,68
estacao_150,estacao_72,56,L18,avenida,34552,56
estacao_209,estacao_159,22,L34,avenida,13596,22
estacao_446,estacao_47,80,L4,local,66800,80
estacao_400,estacao_401,95,L12,coletora,74100,95
estacao_85,estacao_120,3,L13,local,2592,3
estacao_39,estacao_34,99,L7,coletora,90882,99
estacao_400,estacao_91,69,L8,coletora,54027,69
estacao_389,estacao_188,93,L12,avenida,71889,93
estacao_477,estacao_95,32,L1,coletora,29984,32
estacao_87,estacao_392,35,L33,avenida,26460,35
estacao_258,estacao_458,8,L26,avenida,4680,8
estacao_24,estacao_240,20,L9,avenida,18820,20
estacao_311,estacao_427,48,L37,coletora,35328,48
estacao_125,estacao_232,23,L46,avenida,19895,23
estacao_127,estacao_82,82,L39,avenida,43788,82
estacao_193,estacao_69,1,L19,coletora,770,1
estacao_409,estacao_250,87,L49,coletora,67947,87
estacao_277,estacao_371,52,L34,coletora,51584,52
estacao_331,estacao_482,67,L23,local,53265,67
estacao_367,estacao_428,96,L26,coletora,73728,96
estacao_479,estacao_208,22,L33,coletora,12408,22
estacao_412,estacao_18,27,L5,local,18576,27
estacao_431,estacao_152,15,L39,coletora,10425,15
estacao_192,estacao_153,48,L2,coletora,35952,48
estacao_101,estacao_384,3,L14,coletora,2688,3
estacao_326,estacao_384,19,L29,local,17176,19
estacao_388,estacao_383,18,L42,coletora,12636,18
estacao_125,estacao_72,3,L15,coletora,1887,3
estacao_249,estacao_204,60,L46,coletora,41400,60
estacao_451,estacao_104,60,L9,coletora,59460,60
estacao_26,estacao_125,19,L41,avenida,12369,19
estacao_191,estacao_27,45,L30,coletora,42930,45
estacao_334,estacao_446,56,L5,local,36400,56
estacao_181,estacao_420,66,L36,coletora,34320,66
estacao_478,estacao_444,62,L5,coletora,41478,62
estacao_99,estacao_158,65,L11,avenida,35815,65
estacao_74,estacao_381,92,L36,coletora,48760,92
estacao_12,estacao_260,28,L41,local,19320,28
estacao_12,estacao_229,52,L22,local,38220,52
estacao_177,estacao_318,42,L19,coletora,22092,42
estacao_410,estacao_264,75,L8,coletora,66600,75
estacao_249,estacao_221,98,L33,avenida,82418,98
estacao_399,estacao_280,94,L48,local,71346,94
estacao_34,estacao_495,20,L25,coletora,16760,20
estacao_365,estacao_225,94,L47,local,59784,94
estacao_73,estacao_72,98,L13,avenida,79870,98
estacao_196,estacao_141,51,L15,avenida,26622,51
estacao_155,estacao_6,18,L13,coletora,14238,18
estacao_99,estacao_213,20,L28,local,15800,20
estacao_130,estacao_469,27,L1,avenida,15741,27
estacao_439,estacao_19,34,L47,coletora,30668,34
estacao_33,estacao_112,60,L11,local,45120,60
estacao_58,estacao_40,86,L30,coletora,70090,86
estacao_372,estacao_190,61,L17,local,47885,61
estacao_280,estacao_455,95,L22,local,79800,95
estacao_167,estacao_269,20,L43,local,18540,20
estacao_366,estacao_301,67,L44,coletora,61104,67
estacao_304,estacao_398,32,L15,avenida,23104,32
estacao_247,estacao_139,43,L33,coletora,32465,43
estacao_498,estacao_370,52,L4,local,33956,52
estacao_410,estacao_441,33,L7,avenida,25872,33
estacao_114,estacao_432,29,L16,coletora,27927,29
estacao_78,estacao_474,13,L45,local,9854,13
estacao_185,estacao_211,96,L26,coletora,75840,96
estacao_169,estacao_153,11,L16,avenida,9009,11
estacao_246,estacao_485,85,L5,coletora,82790,85
estacao_455,estacao_29,56,L26,coletora,32368,56
estacao_212,estacao_242,4,L22,coletora,2240,4
estacao_157,estacao_120,63,L32,coletora,50463,63
estacao_109,estacao_207,56,L16,coletora,34944,56
estacao_312,estacao_411,22,L22,avenida,17732,22
estacao_167,estacao_303,49,L6,avenida,26558,49
estacao_42,estacao_407,95,L1,avenida,73720,95
estacao_219,estacao_252,12,L45,local,6924,12
estacao_26,estacao_1,61,L12,avenida,34648,61
estacao_149,estacao_431,47,L44,local,45590,47
estacao_423,estacao_358,46,L43,local,25024,46
estacao_20,estacao_84,40,L22,avenida,20760,40
estacao_298,estacao_42,6,L40,avenida,5520,6
estacao_472,estacao_98,22,L26,coletora,12210,22
estacao_136,estacao_303,38,L40,local,20368,38
estacao_425,estacao_313,37,L9,avenida,27232,37
estacao_310,estacao_436,34,L11,local,30498,34
estacao_358,estacao_263,13,L32,local,7982,13
estacao_352,estacao_145,5,L26,coletora,4200,5
estacao_83,estacao_355,61,L29,coletora,60207,61
estacao_260,estacao_156,38,L42,local,34846,38
estacao_205,estacao_214,31,L20,local,20677,31
estacao_107,estacao_123,60,L10,local,34740,60
estacao_18,estacao_40,8,L38,avenida,4600,8
estacao_55,estacao_229,17,L10,local,9129,17
estacao_144,estacao_394,43,L45,coletora,34228,43
estacao_122,estacao_367,62,L28,coletora,34844,62
estacao_476,estacao_329,86,L43,local,75078,86
estacao_300,estacao_154,91,L14,coletora,75985,91
estacao_17,estacao_186,21,L26,avenida,14196,21
estacao_33,estacao_25,5,L17,coletora,2975,5
estacao_416,estacao_254,60,L43,coletora,54060,60
estacao_363,estacao_441,42,L29,avenida,38514,42
estacao_167,estacao_381,91,L28,local,60151,91
estacao_490,estacao_468,97,L37,local,57618,97
estacao_3,estacao_445,22,L17,coletora,12034,22
estacao_249,estacao_448,43,L10,avenida,40936,43
estacao_71,estacao_122,66,L39,coletora,65340,66
estacao_142,estacao_464,26,L47,avenida,18538,26
estacao_19,estacao_394,2,L41,coletora,1728,2
estacao_175,estacao_409,79,L24,coletora,39579,79
estacao_53,estacao_247,99,L33,avenida,60192,99
estacao_75,estacao_170,88,L43,local,77440,88
estacao_258,estacao_140,68,L26,local,54536,68
estacao_313,estacao_474,79,L13,coletora,70626,79
estacao_486,estacao_374,6,L30,local,4812,6
estacao_280,estacao_148,69,L49,coletora,36018,69
estacao_145,estacao_170,3,L27,local,2463,3
estacao_494,estacao_405,9,L31,coletora,8775,9
estacao_237,estacao_468,78,L37,avenida,75816,78
estacao_161,estacao_427,76,L15,coletora,48260,76
estacao_153,estacao_456,84,L3,avenida,70728,84
estacao_463,estacao_296,33,L26,coletora,16566,33
estacao_271,estacao_117,6,L15,coletora,3732,6
estacao_203,estacao_1,56,L4,avenida,50960,56
estacao_411,estacao_140,69,L35,coletora,35052,69
estacao_256,estacao_444,94,L50,local,84882,94
estacao_156,estacao_393,77,L43,avenida,58058,77
estacao_297,estacao_109,69,L43,local,44643,69
estacao_399,estacao_59,31,L25,local,27001,31
estacao_168,estacao_90,70,L42,avenida,35490,70
estacao_350,estacao_219,11,L22,local,6875,11
estacao_484,estacao_245,3,L7,avenida,2928,3
estacao_383,estacao_374,34,L11,local,22066,34
estacao_343,estacao_131,54,L11,coletora,32616,54
estacao_373,estacao_83,47,L7,coletora,30926,47
estacao_277,estacao_354,71,L41,avenida,38269,71
estacao_79,estacao_447,16,L1,avenida,8528,16
estacao_398,estacao_394,98,L18,avenida,54684,98
estacao_391,estacao_231,44,L8,local,39248,44
estacao_427,estacao_399,69,L30,local,38778,69
estacao_246,estacao_342,79,L18,avenida,53878,79
estacao_403,estacao_47,46,L12,coletora,41952,46
estacao_96,estacao_279,33,L47,avenida,31878,33
estacao_467,estacao_317,99,L6,avenida,57717,99
estacao_74,estacao_175,21,L34,local,16233,21
estacao_99,estacao_245,97,L41,coletora,49955,97
